name,area,area_from,technology,qualifier,bus_qualifier,bus_from_qualifier,bus2_qualifier,build_year,retire_year,cumulative,nom,length
PL battery large power HMV vRES 2030,PL,,battery large power,,HMV vRES,HMV vRES,,2030,,FALSE,0.0,
PL battery large power HMV vRES 2035,PL,,battery large power,,HMV vRES,HMV vRES,,2035,,FALSE,0.0,
PL battery large power HMV vRES 2040,PL,,battery large power,,HMV vRES,HMV vRES,,2040,,FALSE,0.0,
PL battery large power HMV vRES 2045,PL,,battery large power,,HMV vRES,HMV vRES,,2045,,FALSE,0.0,
PL battery large power HMV vRES 2050,PL,,battery large power,,HMV vRES,HMV vRES,,2050,,FALSE,0.0,
PL battery large storage HMV 2025,PL,,battery large storage,,HMV,,,2025,,FALSE,1000.0,
PL battery large storage HMV 2030,PL,,battery large storage,,HMV,,,2030,,FALSE,0.0,
PL battery large storage HMV 2035,PL,,battery large storage,,HMV,,,2035,,FALSE,0.0,
PL battery large storage HMV 2040,PL,,battery large storage,,HMV,,,2040,,FALSE,0.0,
PL battery large storage HMV 2045,PL,,battery large storage,,HMV,,,2045,,FALSE,0.0,
PL battery large storage HMV 2050,PL,,battery large storage,,HMV,,,2050,,FALSE,0.0,
PL battery large storage HMV vRES 2030,PL,,battery large storage,,HMV vRES,,,2030,,FALSE,0.0,
PL battery large storage HMV vRES 2035,PL,,battery large storage,,HMV vRES,,,2035,,FALSE,0.0,
PL battery large storage HMV vRES 2040,PL,,battery large storage,,HMV vRES,,,2040,,FALSE,0.0,
PL battery large storage HMV vRES 2045,PL,,battery large storage,,HMV vRES,,,2045,,FALSE,0.0,
PL battery large storage HMV vRES 2050,PL,,battery large storage,,HMV vRES,,,2050,,FALSE,0.0,
PL biogas CHP industrial HMV biomass and biogas 2020,PL,,biogas CHP,industrial,HMV,,biomass and biogas,2020,2020,TRUE,60.0,
PL biogas CHP industrial HMV biomass and biogas 2025,PL,,biogas CHP,industrial,HMV,,biomass and biogas,2025,2025,TRUE,70.0,
PL biogas CHP industrial HMV biomass and biogas 2030,PL,,biogas CHP,industrial,HMV,,biomass and biogas,2030,2030,TRUE,60.0,
PL biogas CHP industrial HMV biomass and biogas 2035,PL,,biogas CHP,industrial,HMV,,biomass and biogas,2035,2035,TRUE,40.0,
PL biogas CHP industrial HMV biomass and biogas 2040,PL,,biogas CHP,industrial,HMV,,biomass and biogas,2040,2040,TRUE,30.0,
PL biogas CHP industrial HMV biomass and biogas 2045,PL,,biogas CHP,industrial,HMV,,biomass and biogas,2045,2045,TRUE,10.0,
PL biogas CHP public HMV biomass and biogas 2020,PL,,biogas CHP,public,HMV,,biomass and biogas,2020,,FALSE,180.0,
PL biogas CHP public HMV biomass and biogas 2025,PL,,biogas CHP,public,HMV,,biomass and biogas,2025,,FALSE,90.0,
PL biogas CHP public HMV biomass and biogas 2030,PL,,biogas CHP,public,HMV,,biomass and biogas,2030,,FALSE,0.0,
PL biogas CHP public HMV biomass and biogas 2035,PL,,biogas CHP,public,HMV,,biomass and biogas,2035,,FALSE,0.0,
PL biogas CHP public HMV biomass and biogas 2040,PL,,biogas CHP,public,HMV,,biomass and biogas,2040,,FALSE,0.0,
PL biogas CHP public HMV biomass and biogas 2045,PL,,biogas CHP,public,HMV,,biomass and biogas,2045,,FALSE,0.0,
PL biogas CHP public HMV biomass and biogas 2050,PL,,biogas CHP,public,HMV,,biomass and biogas,2050,,FALSE,0.0,
PL biogas production industrial 2020,PL,,biogas production,industrial,,,,2020,2020,TRUE,150.0,
PL biogas production industrial 2025,PL,,biogas production,industrial,,,,2025,2025,TRUE,180.0,
PL biogas production industrial 2030,PL,,biogas production,industrial,,,,2030,2030,TRUE,140.0,
PL biogas production industrial 2035,PL,,biogas production,industrial,,,,2035,2035,TRUE,90.0,
PL biogas production industrial 2040,PL,,biogas production,industrial,,,,2040,2040,TRUE,40.0,
PL biogas production public 2020,PL,,biogas production,public,,,,2020,,FALSE,440.0,
PL biogas production public 2025,PL,,biogas production,public,,,,2025,,FALSE,220.0,
PL biogas production public 2030,PL,,biogas production,public,,,,2030,,FALSE,0.0,
PL biogas production public 2035,PL,,biogas production,public,,,,2035,,FALSE,0.0,
PL biogas production public 2040,PL,,biogas production,public,,,,2040,,FALSE,0.0,
PL biogas production public 2045,PL,,biogas production,public,,,,2045,,FALSE,0.0,
PL biogas production public 2050,PL,,biogas production,public,,,,2050,,FALSE,0.0,
PL biogas production upgrading 2030,PL,,biogas production,,upgrading,,,2030,,FALSE,0.0,
PL biogas production upgrading 2035,PL,,biogas production,,upgrading,,,2035,,FALSE,0.0,
PL biogas production upgrading 2040,PL,,biogas production,,upgrading,,,2040,,FALSE,0.0,
PL biogas production upgrading 2045,PL,,biogas production,,upgrading,,,2045,,FALSE,0.0,
PL biogas production upgrading 2050,PL,,biogas production,,upgrading,,,2050,,FALSE,0.0,
PL biogas substrate supply 2020,PL,,biogas substrate supply,,,,,2020,2020,TRUE,inf,
PL biogas substrate supply 2025,PL,,biogas substrate supply,,,,,2025,2025,TRUE,inf,
PL biogas substrate supply 2030,PL,,biogas substrate supply,,,,,2030,2030,TRUE,inf,
PL biogas substrate supply 2035,PL,,biogas substrate supply,,,,,2035,2035,TRUE,inf,
PL biogas substrate supply 2040,PL,,biogas substrate supply,,,,,2040,2040,TRUE,inf,
PL biogas substrate supply 2045,PL,,biogas substrate supply,,,,,2045,2045,TRUE,inf,
PL biogas substrate supply 2050,PL,,biogas substrate supply,,,,,2050,2050,TRUE,inf,
PL biogas upgrading upgrading 2030,PL,,biogas upgrading,,,upgrading,,2030,,FALSE,0.0,
PL biogas upgrading upgrading 2035,PL,,biogas upgrading,,,upgrading,,2035,,FALSE,0.0,
PL biogas upgrading upgrading 2040,PL,,biogas upgrading,,,upgrading,,2040,,FALSE,0.0,
PL biogas upgrading upgrading 2045,PL,,biogas upgrading,,,upgrading,,2045,,FALSE,0.0,
PL biogas upgrading upgrading 2050,PL,,biogas upgrading,,,upgrading,,2050,,FALSE,0.0,
PL biomass agriculture CHP public HMV biomass and biogas 2030,PL,,biomass agriculture CHP,public,HMV,,biomass and biogas,2030,,FALSE,0.0,
PL biomass agriculture CHP public HMV biomass and biogas 2035,PL,,biomass agriculture CHP,public,HMV,,biomass and biogas,2035,,FALSE,0.0,
PL biomass agriculture CHP public HMV biomass and biogas 2040,PL,,biomass agriculture CHP,public,HMV,,biomass and biogas,2040,,FALSE,0.0,
PL biomass agriculture CHP public HMV biomass and biogas 2045,PL,,biomass agriculture CHP,public,HMV,,biomass and biogas,2045,,FALSE,0.0,
PL biomass agriculture CHP public HMV biomass and biogas 2050,PL,,biomass agriculture CHP,public,HMV,,biomass and biogas,2050,,FALSE,0.0,
PL biomass agriculture CHP CC public HMV biomass and biogas 2035,PL,,biomass agriculture CHP CC,public,HMV,,biomass and biogas,2035,,FALSE,0.0,
PL biomass agriculture CHP CC public HMV biomass and biogas 2040,PL,,biomass agriculture CHP CC,public,HMV,,biomass and biogas,2040,,FALSE,0.0,
PL biomass agriculture CHP CC public HMV biomass and biogas 2045,PL,,biomass agriculture CHP CC,public,HMV,,biomass and biogas,2045,,FALSE,0.0,
PL biomass agriculture CHP CC public HMV biomass and biogas 2050,PL,,biomass agriculture CHP CC,public,HMV,,biomass and biogas,2050,,FALSE,0.0,
PL biomass agriculture heat biomass and biogas 2030,PL,,biomass agriculture heat,,biomass and biogas,,,2030,,FALSE,0.0,
PL biomass agriculture heat biomass and biogas 2035,PL,,biomass agriculture heat,,biomass and biogas,,,2035,,FALSE,0.0,
PL biomass agriculture heat biomass and biogas 2040,PL,,biomass agriculture heat,,biomass and biogas,,,2040,,FALSE,0.0,
PL biomass agriculture heat biomass and biogas 2045,PL,,biomass agriculture heat,,biomass and biogas,,,2045,,FALSE,0.0,
PL biomass agriculture heat biomass and biogas 2050,PL,,biomass agriculture heat,,biomass and biogas,,,2050,,FALSE,0.0,
PL biomass agriculture heat hard coal 2030,PL,,biomass agriculture heat,,hard coal,,,2030,,FALSE,0.0,
PL biomass agriculture heat hard coal 2035,PL,,biomass agriculture heat,,hard coal,,,2035,,FALSE,0.0,
PL biomass agriculture heat hard coal 2040,PL,,biomass agriculture heat,,hard coal,,,2040,,FALSE,0.0,
PL biomass agriculture heat hard coal 2045,PL,,biomass agriculture heat,,hard coal,,,2045,,FALSE,0.0,
PL biomass agriculture heat hard coal 2050,PL,,biomass agriculture heat,,hard coal,,,2050,,FALSE,0.0,
PL biomass agriculture heat natural gas 2030,PL,,biomass agriculture heat,,natural gas,,,2030,,FALSE,0.0,
PL biomass agriculture heat natural gas 2035,PL,,biomass agriculture heat,,natural gas,,,2035,,FALSE,0.0,
PL biomass agriculture heat natural gas 2040,PL,,biomass agriculture heat,,natural gas,,,2040,,FALSE,0.0,
PL biomass agriculture heat natural gas 2045,PL,,biomass agriculture heat,,natural gas,,,2045,,FALSE,0.0,
PL biomass agriculture heat natural gas 2050,PL,,biomass agriculture heat,,natural gas,,,2050,,FALSE,0.0,
PL biomass agriculture supply 2020,PL,,biomass agriculture supply,,,,,2020,2020,TRUE,inf,
PL biomass agriculture supply 2025,PL,,biomass agriculture supply,,,,,2025,2025,TRUE,inf,
PL biomass agriculture supply 2030,PL,,biomass agriculture supply,,,,,2030,2030,TRUE,inf,
PL biomass agriculture supply 2035,PL,,biomass agriculture supply,,,,,2035,2035,TRUE,inf,
PL biomass agriculture supply 2040,PL,,biomass agriculture supply,,,,,2040,2040,TRUE,inf,
PL biomass agriculture supply 2045,PL,,biomass agriculture supply,,,,,2045,2045,TRUE,inf,
PL biomass agriculture supply 2050,PL,,biomass agriculture supply,,,,,2050,2050,TRUE,inf,
PL biomass wood CHP industrial HMV biomass and biogas 2020,PL,,biomass wood CHP,industrial,HMV,,biomass and biogas,2020,2020,TRUE,190.0,
PL biomass wood CHP industrial HMV biomass and biogas 2025,PL,,biomass wood CHP,industrial,HMV,,biomass and biogas,2025,2025,TRUE,190.0,
PL biomass wood CHP industrial HMV biomass and biogas 2030,PL,,biomass wood CHP,industrial,HMV,,biomass and biogas,2030,2030,TRUE,150.0,
PL biomass wood CHP industrial HMV biomass and biogas 2035,PL,,biomass wood CHP,industrial,HMV,,biomass and biogas,2035,2035,TRUE,110.0,
PL biomass wood CHP industrial HMV biomass and biogas 2040,PL,,biomass wood CHP,industrial,HMV,,biomass and biogas,2040,2040,TRUE,70.0,
PL biomass wood CHP industrial HMV biomass and biogas 2045,PL,,biomass wood CHP,industrial,HMV,,biomass and biogas,2045,2045,TRUE,30.0,
PL biomass wood CHP public HMV biomass and biogas 2020,PL,,biomass wood CHP,public,HMV,,biomass and biogas,2020,2020,TRUE,260.0,
PL biomass wood CHP public HMV biomass and biogas 2025,PL,,biomass wood CHP,public,HMV,,biomass and biogas,2025,2025,TRUE,260.0,
PL biomass wood CHP public HMV biomass and biogas 2030,PL,,biomass wood CHP,public,HMV,,biomass and biogas,2030,2030,TRUE,200.0,
PL biomass wood CHP public HMV biomass and biogas 2035,PL,,biomass wood CHP,public,HMV,,biomass and biogas,2035,2035,TRUE,170.0,
PL biomass wood CHP public HMV biomass and biogas 2040,PL,,biomass wood CHP,public,HMV,,biomass and biogas,2040,2040,TRUE,160.0,
PL biomass wood CHP public HMV biomass and biogas 2045,PL,,biomass wood CHP,public,HMV,,biomass and biogas,2045,2045,TRUE,20.0,
PL biomass wood boiler biomass 2020,PL,,biomass wood boiler,,biomass,,,2020,2020,TRUE,24570.0,
PL biomass wood boiler biomass 2025,PL,,biomass wood boiler,,biomass,,,2025,2025,TRUE,22140.0,
PL biomass wood boiler biomass 2030,PL,,biomass wood boiler,,biomass,,,2030,2030,TRUE,23250.0,
PL biomass wood boiler biomass 2035,PL,,biomass wood boiler,,biomass,,,2035,2035,TRUE,17440.0,
PL biomass wood boiler biomass 2040,PL,,biomass wood boiler,,biomass,,,2040,2040,TRUE,11620.0,
PL biomass wood boiler biomass 2045,PL,,biomass wood boiler,,biomass,,,2045,2045,TRUE,5810.0,
PL biomass wood final use 2020,PL,,biomass wood final use,,,,,2020,2020,TRUE,inf,
PL biomass wood final use 2025,PL,,biomass wood final use,,,,,2025,2025,TRUE,inf,
PL biomass wood final use 2030,PL,,biomass wood final use,,,,,2030,2030,TRUE,inf,
PL biomass wood final use 2035,PL,,biomass wood final use,,,,,2035,2035,TRUE,inf,
PL biomass wood final use 2040,PL,,biomass wood final use,,,,,2040,2040,TRUE,inf,
PL biomass wood final use 2045,PL,,biomass wood final use,,,,,2045,2045,TRUE,inf,
PL biomass wood final use 2050,PL,,biomass wood final use,,,,,2050,2050,TRUE,inf,
PL biomass wood heat biomass and biogas 2020,PL,,biomass wood heat,,biomass and biogas,,,2020,2020,TRUE,1820.0,
PL biomass wood heat biomass and biogas 2025,PL,,biomass wood heat,,biomass and biogas,,,2025,2025,TRUE,2910.0,
PL biomass wood heat biomass and biogas 2030,PL,,biomass wood heat,,biomass and biogas,,,2030,2030,TRUE,2330.0,
PL biomass wood heat biomass and biogas 2035,PL,,biomass wood heat,,biomass and biogas,,,2035,2035,TRUE,1750.0,
PL biomass wood heat biomass and biogas 2040,PL,,biomass wood heat,,biomass and biogas,,,2040,2040,TRUE,1160.0,
PL biomass wood heat biomass and biogas 2045,PL,,biomass wood heat,,biomass and biogas,,,2045,2045,TRUE,580.0,
PL biomass wood power public EHV 2020,PL,,biomass wood power,public,EHV,,,2020,2020,TRUE,300.0,
PL biomass wood power public EHV 2025,PL,,biomass wood power,public,EHV,,,2025,2025,TRUE,340.0,
PL biomass wood power public EHV 2030,PL,,biomass wood power,public,EHV,,,2030,2030,TRUE,300.0,
PL biomass wood power public EHV 2035,PL,,biomass wood power,public,EHV,,,2035,2035,TRUE,300.0,
PL biomass wood power public EHV 2040,PL,,biomass wood power,public,EHV,,,2040,2040,TRUE,300.0,
PL biomass wood power public EHV 2045,PL,,biomass wood power,public,EHV,,,2045,2045,TRUE,40.0,
PL biomass wood supply 2020,PL,,biomass wood supply,,,,,2020,2020,TRUE,inf,
PL biomass wood supply 2025,PL,,biomass wood supply,,,,,2025,2025,TRUE,inf,
PL biomass wood supply 2030,PL,,biomass wood supply,,,,,2030,2030,TRUE,inf,
PL biomass wood supply 2035,PL,,biomass wood supply,,,,,2035,2035,TRUE,inf,
PL biomass wood supply 2040,PL,,biomass wood supply,,,,,2040,2040,TRUE,inf,
PL biomass wood supply 2045,PL,,biomass wood supply,,,,,2045,2045,TRUE,inf,
PL biomass wood supply 2050,PL,,biomass wood supply,,,,,2050,2050,TRUE,inf,
PL building retrofits heat centralised 2025,PL,,building retrofits,heat centralised,,,,2025,,FALSE,430.0,
PL building retrofits heat centralised 2030,PL,,building retrofits,heat centralised,,,,2030,,FALSE,430.0,
PL building retrofits heat centralised 2035,PL,,building retrofits,heat centralised,,,,2035,,FALSE,430.0,
PL building retrofits heat centralised 2040,PL,,building retrofits,heat centralised,,,,2040,,FALSE,430.0,
PL building retrofits heat centralised 2045,PL,,building retrofits,heat centralised,,,,2045,,FALSE,430.0,
PL building retrofits heat centralised 2050,PL,,building retrofits,heat centralised,,,,2050,,FALSE,430.0,
PL building retrofits heat decentralised 2025,PL,,building retrofits,heat decentralised,,,,2025,,FALSE,2080.0,
PL building retrofits heat decentralised 2030,PL,,building retrofits,heat decentralised,,,,2030,,FALSE,2080.0,
PL building retrofits heat decentralised 2035,PL,,building retrofits,heat decentralised,,,,2035,,FALSE,2080.0,
PL building retrofits heat decentralised 2040,PL,,building retrofits,heat decentralised,,,,2040,,FALSE,2080.0,
PL building retrofits heat decentralised 2045,PL,,building retrofits,heat decentralised,,,,2045,,FALSE,2080.0,
PL building retrofits heat decentralised 2050,PL,,building retrofits,heat decentralised,,,,2050,,FALSE,2080.0,
PL centralised other heating biomass and biogas 2020,PL,,centralised other heating,,,biomass and biogas,,2020,2020,TRUE,inf,
PL centralised other heating biomass and biogas 2025,PL,,centralised other heating,,,biomass and biogas,,2025,2025,TRUE,inf,
PL centralised other heating biomass and biogas 2030,PL,,centralised other heating,,,biomass and biogas,,2030,2030,TRUE,inf,
PL centralised other heating biomass and biogas 2035,PL,,centralised other heating,,,biomass and biogas,,2035,2035,TRUE,inf,
PL centralised other heating biomass and biogas 2040,PL,,centralised other heating,,,biomass and biogas,,2040,2040,TRUE,inf,
PL centralised other heating biomass and biogas 2045,PL,,centralised other heating,,,biomass and biogas,,2045,2045,TRUE,inf,
PL centralised other heating biomass and biogas 2050,PL,,centralised other heating,,,biomass and biogas,,2050,2050,TRUE,inf,
PL centralised other heating hard coal 2020,PL,,centralised other heating,,,hard coal,,2020,2020,TRUE,inf,
PL centralised other heating hard coal 2025,PL,,centralised other heating,,,hard coal,,2025,2025,TRUE,inf,
PL centralised other heating hard coal 2030,PL,,centralised other heating,,,hard coal,,2030,2030,TRUE,inf,
PL centralised other heating hard coal 2035,PL,,centralised other heating,,,hard coal,,2035,2035,TRUE,inf,
PL centralised other heating hard coal 2040,PL,,centralised other heating,,,hard coal,,2040,2040,TRUE,inf,
PL centralised other heating hard coal 2045,PL,,centralised other heating,,,hard coal,,2045,2045,TRUE,inf,
PL centralised other heating hard coal 2050,PL,,centralised other heating,,,hard coal,,2050,2050,TRUE,inf,
PL centralised other heating natural gas 2020,PL,,centralised other heating,,,natural gas,,2020,2020,TRUE,inf,
PL centralised other heating natural gas 2025,PL,,centralised other heating,,,natural gas,,2025,2025,TRUE,inf,
PL centralised other heating natural gas 2030,PL,,centralised other heating,,,natural gas,,2030,2030,TRUE,inf,
PL centralised other heating natural gas 2035,PL,,centralised other heating,,,natural gas,,2035,2035,TRUE,inf,
PL centralised other heating natural gas 2040,PL,,centralised other heating,,,natural gas,,2040,2040,TRUE,inf,
PL centralised other heating natural gas 2045,PL,,centralised other heating,,,natural gas,,2045,2045,TRUE,inf,
PL centralised other heating natural gas 2050,PL,,centralised other heating,,,natural gas,,2050,2050,TRUE,inf,
PL centralised other heating other 2020,PL,,centralised other heating,,,other,,2020,2020,TRUE,inf,
PL centralised other heating other 2025,PL,,centralised other heating,,,other,,2025,2025,TRUE,inf,
PL centralised other heating other 2030,PL,,centralised other heating,,,other,,2030,2030,TRUE,inf,
PL centralised other heating other 2035,PL,,centralised other heating,,,other,,2035,2035,TRUE,inf,
PL centralised other heating other 2040,PL,,centralised other heating,,,other,,2040,2040,TRUE,inf,
PL centralised other heating other 2045,PL,,centralised other heating,,,other,,2045,2045,TRUE,inf,
PL centralised other heating other 2050,PL,,centralised other heating,,,other,,2050,2050,TRUE,inf,
PL centralised space heating biomass and biogas 2020,PL,,centralised space heating,,,biomass and biogas,,2020,2020,TRUE,inf,
PL centralised space heating biomass and biogas 2025,PL,,centralised space heating,,,biomass and biogas,,2025,2025,TRUE,inf,
PL centralised space heating biomass and biogas 2030,PL,,centralised space heating,,,biomass and biogas,,2030,2030,TRUE,inf,
PL centralised space heating biomass and biogas 2035,PL,,centralised space heating,,,biomass and biogas,,2035,2035,TRUE,inf,
PL centralised space heating biomass and biogas 2040,PL,,centralised space heating,,,biomass and biogas,,2040,2040,TRUE,inf,
PL centralised space heating biomass and biogas 2045,PL,,centralised space heating,,,biomass and biogas,,2045,2045,TRUE,inf,
PL centralised space heating biomass and biogas 2050,PL,,centralised space heating,,,biomass and biogas,,2050,2050,TRUE,inf,
PL centralised space heating hard coal 2020,PL,,centralised space heating,,,hard coal,,2020,2020,TRUE,inf,
PL centralised space heating hard coal 2025,PL,,centralised space heating,,,hard coal,,2025,2025,TRUE,inf,
PL centralised space heating hard coal 2030,PL,,centralised space heating,,,hard coal,,2030,2030,TRUE,inf,
PL centralised space heating hard coal 2035,PL,,centralised space heating,,,hard coal,,2035,2035,TRUE,inf,
PL centralised space heating hard coal 2040,PL,,centralised space heating,,,hard coal,,2040,2040,TRUE,inf,
PL centralised space heating hard coal 2045,PL,,centralised space heating,,,hard coal,,2045,2045,TRUE,inf,
PL centralised space heating hard coal 2050,PL,,centralised space heating,,,hard coal,,2050,2050,TRUE,inf,
PL centralised space heating natural gas 2020,PL,,centralised space heating,,,natural gas,,2020,2020,TRUE,inf,
PL centralised space heating natural gas 2025,PL,,centralised space heating,,,natural gas,,2025,2025,TRUE,inf,
PL centralised space heating natural gas 2030,PL,,centralised space heating,,,natural gas,,2030,2030,TRUE,inf,
PL centralised space heating natural gas 2035,PL,,centralised space heating,,,natural gas,,2035,2035,TRUE,inf,
PL centralised space heating natural gas 2040,PL,,centralised space heating,,,natural gas,,2040,2040,TRUE,inf,
PL centralised space heating natural gas 2045,PL,,centralised space heating,,,natural gas,,2045,2045,TRUE,inf,
PL centralised space heating natural gas 2050,PL,,centralised space heating,,,natural gas,,2050,2050,TRUE,inf,
PL centralised space heating other 2020,PL,,centralised space heating,,,other,,2020,2020,TRUE,inf,
PL centralised space heating other 2025,PL,,centralised space heating,,,other,,2025,2025,TRUE,inf,
PL centralised space heating other 2030,PL,,centralised space heating,,,other,,2030,2030,TRUE,inf,
PL centralised space heating other 2035,PL,,centralised space heating,,,other,,2035,2035,TRUE,inf,
PL centralised space heating other 2040,PL,,centralised space heating,,,other,,2040,2040,TRUE,inf,
PL centralised space heating other 2045,PL,,centralised space heating,,,other,,2045,2045,TRUE,inf,
PL centralised space heating other 2050,PL,,centralised space heating,,,other,,2050,2050,TRUE,inf,
PL centralised water heating biomass and biogas 2020,PL,,centralised water heating,,,biomass and biogas,,2020,2020,TRUE,inf,
