hour,CZ,DE,LT,PL,PL dolnośląskie,PL kujawsko-pomorskie,PL lubelskie,PL lubuskie,PL łódzkie,PL małopolskie,PL mazowieckie,PL opolskie,PL podkarpackie,PL podlaskie,PL pomorskie,PL śląskie,PL świętokrzyskie,PL warmińsko-mazurskie,PL wielkopolskie,PL zachodniopomorskie,SE,SK
2012-01-28 00:00:00,0.073,0.094,0.723,0.297,0.124,0.249,0.461,0.176,0.221,0.078,0.39,0.127,0.341,0.505,0.435,0.163,0.191,0.435,0.233,0.247,0.347,0.041
2012-01-28 01:00:00,0.077,0.086,0.718,0.297,0.103,0.233,0.465,0.157,0.216,0.087,0.415,0.122,0.338,0.507,0.435,0.166,0.211,0.447,0.244,0.235,0.323,0.051
2012-01-28 02:00:00,0.081,0.08,0.718,0.308,0.095,0.273,0.449,0.161,0.239,0.082,0.431,0.121,0.309,0.513,0.449,0.188,0.189,0.473,0.261,0.231,0.307,0.059
2012-01-28 03:00:00,0.086,0.081,0.721,0.315,0.09,0.307,0.44,0.154,0.241,0.077,0.447,0.107,0.302,0.549,0.443,0.187,0.17,0.49,0.269,0.235,0.297,0.062
2012-01-28 04:00:00,0.089,0.078,0.737,0.325,0.098,0.322,0.435,0.193,0.244,0.071,0.443,0.105,0.315,0.568,0.448,0.179,0.161,0.504,0.27,0.265,0.289,0.066
2012-01-28 05:00:00,0.101,0.076,0.758,0.339,0.102,0.323,0.442,0.187,0.27,0.073,0.463,0.125,0.338,0.59,0.45,0.205,0.171,0.518,0.286,0.289,0.284,0.065
2012-01-28 06:00:00,0.11,0.075,0.78,0.338,0.1,0.317,0.462,0.194,0.309,0.082,0.493,0.15,0.357,0.619,0.429,0.252,0.191,0.536,0.284,0.268,0.279,0.064
2012-01-28 07:00:00,0.115,0.074,0.795,0.336,0.098,0.3,0.492,0.204,0.342,0.09,0.512,0.162,0.367,0.637,0.412,0.27,0.207,0.552,0.265,0.269,0.279,0.07
2012-01-28 08:00:00,0.12,0.075,0.8,0.31,0.094,0.25,0.441,0.197,0.244,0.076,0.491,0.157,0.324,0.635,0.401,0.236,0.176,0.562,0.21,0.27,0.278,0.074
2012-01-28 09:00:00,0.123,0.074,0.79,0.27,0.062,0.216,0.364,0.144,0.176,0.054,0.439,0.095,0.271,0.536,0.388,0.153,0.123,0.536,0.182,0.22,0.271,0.059
2012-01-28 10:00:00,0.111,0.059,0.779,0.208,0.048,0.159,0.314,0.075,0.121,0.05,0.354,0.071,0.256,0.497,0.33,0.11,0.095,0.495,0.126,0.119,0.273,0.053
2012-01-28 11:00:00,0.13,0.039,0.774,0.19,0.044,0.153,0.29,0.053,0.104,0.06,0.327,0.055,0.258,0.446,0.316,0.082,0.106,0.456,0.109,0.101,0.275,0.061
2012-01-28 12:00:00,0.115,0.033,0.719,0.172,0.036,0.154,0.281,0.05,0.118,0.075,0.301,0.051,0.256,0.417,0.294,0.089,0.122,0.411,0.078,0.091,0.263,0.066
2012-01-28 13:00:00,0.098,0.033,0.682,0.188,0.044,0.18,0.304,0.058,0.169,0.113,0.327,0.058,0.292,0.47,0.298,0.136,0.16,0.413,0.095,0.091,0.24,0.063
2012-01-28 14:00:00,0.093,0.039,0.722,0.231,0.071,0.231,0.362,0.078,0.236,0.183,0.381,0.099,0.368,0.561,0.335,0.226,0.236,0.5,0.137,0.097,0.232,0.066
2012-01-28 15:00:00,0.095,0.047,0.76,0.295,0.155,0.271,0.46,0.106,0.34,0.287,0.478,0.225,0.471,0.6,0.366,0.366,0.375,0.585,0.22,0.124,0.229,0.069
2012-01-28 16:00:00,0.104,0.064,0.795,0.379,0.263,0.375,0.547,0.154,0.475,0.38,0.59,0.323,0.547,0.66,0.398,0.496,0.521,0.665,0.355,0.153,0.24,0.07
2012-01-28 17:00:00,0.126,0.084,0.815,0.422,0.332,0.416,0.597,0.231,0.514,0.391,0.629,0.323,0.59,0.687,0.401,0.519,0.57,0.687,0.424,0.205,0.257,0.087
2012-01-28 18:00:00,0.15,0.106,0.818,0.439,0.356,0.412,0.625,0.285,0.5,0.368,0.637,0.289,0.633,0.675,0.41,0.502,0.569,0.69,0.444,0.251,0.259,0.085
2012-01-28 19:00:00,0.166,0.117,0.811,0.453,0.348,0.422,0.623,0.313,0.489,0.361,0.644,0.262,0.664,0.652,0.442,0.486,0.577,0.7,0.458,0.279,0.261,0.08
2012-01-28 20:00:00,0.172,0.118,0.804,0.457,0.315,0.428,0.608,0.342,0.496,0.379,0.647,0.227,0.677,0.628,0.476,0.474,0.6,0.711,0.45,0.286,0.258,0.072
2012-01-28 21:00:00,0.172,0.116,0.795,0.462,0.283,0.448,0.602,0.358,0.522,0.412,0.645,0.204,0.689,0.612,0.5,0.484,0.631,0.716,0.441,0.293,0.251,0.059
2012-01-28 22:00:00,0.173,0.109,0.783,0.426,0.174,0.446,0.561,0.273,0.499,0.368,0.626,0.15,0.662,0.589,0.517,0.439,0.58,0.73,0.353,0.26,0.248,0.047
